author_name,citation_count,h_index,document_count,scopus_author_id,scopus_indexed_name,scopus_affiliation_name,match_status,match_score,query_used,error_message,review_status
ANGELA CRISTINA ROCHA DE SOUZA,851.0,18.0,65.0,24075258700.0,,Universidade Federal Rural de Pernambuco,matched,113.0,[last-only+afid] AUTHLAST(SOUZA) AND AF-ID(60000958),,accepted
CLISTENES WILLIAMS ARAUJO DO NASCIMENTO,0.0,0.0,5.0,57411134800.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(NASCIMENTO) AND AUTHFIRST(CLISTENES) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JOSE DE LIMA ALBUQUERQUE,25.0,1.0,1.0,57802764700.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(ALBUQUERQUE) AND AUTHFIRST(JOSE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
ANDRE LAURENIO DE MELO,252.0,3.0,4.0,58713164000.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(MELO) AND AUTHFIRST(ANDRE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
RITA DE CASSIA CARVALHO MAIA,352.0,10.0,26.0,8431475100.0,,Universidade Federal Rural de Pernambuco,matched,128.0,"AUTHLAST(MAIA) AND AUTHFIRST(RITA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
LUCIANA DE OLIVEIRA FRANCO,688.0,8.0,12.0,55538043000.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(FRANCO) AND AUTHFIRST(LUCIANA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JORGE DA SILVA CORREIA NETO,0.0,0.0,1.0,57219870481.0,,Universidade Federal Rural de Pernambuco,matched,117.0,"AUTHLAST(NETO) AND AUTHFIRST(JORGE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
MATHEUS DHEIN DILL,134.0,7.0,17.0,55848500200.0,,Universidade Federal do Rio Grande do Sul,matched,70.0,"AUTHLAST(DILL) AND AUTHFIRST(MATHEUS) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
ALBANITA GOMES DA COSTA DE CEBALLOS,4.0,1.0,1.0,57205694386.0,,Universidade Federal de Pernambuco,matched,60.0,[last+first-no-affil] AUTHLAST(CEBALLOS) AND AUTHFIRST(ALBANITA),,accepted
LUIZ FLAVIO ARREGUY MAIA FILHO,77.0,5.0,10.0,57214788671.0,,Universidade Federal Rural de Pernambuco,matched,110.0,"AUTHLAST(FILHO) AND AUTHFIRST(LUIZ) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
EMIDIO CANTIDIO ALMEIDA DE OLIVEIRA,872.0,13.0,45.0,36620757600.0,,Universidade Federal de Pernambuco,matched,72.0,"AUTHLAST(OLIVEIRA) AND AUTHFIRST(EMIDIO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
DANIEL FRIGUGLIETTI BRANDESPIM,243.0,8.0,31.0,44960897200.0,,Universidade Federal Rural de Pernambuco,matched,131.0,"AUTHLAST(BRANDESPIM) AND AUTHFIRST(DANIEL) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
CAROLINA NUNES LIBERAL,361.0,9.0,14.0,35788039100.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(LIBERAL) AND AUTHFIRST(CAROLINA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
RAMON RAUDEL PENA GARCIA,0.0,0.0,1.0,60568748300.0,,Universidade Federal Rural de Pernambuco,matched,120.0,"AUTHLAST(GARCIA) AND AUTHFIRST(RAMON) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
HELINANDO PEQUENO DE OLIVEIRA,5.0,1.0,3.0,58461991200.0,,Fundacao Universidade Federal do Vale do Sao Francisco,matched,70.0,"AUTHLAST(OLIVEIRA) AND AUTHFIRST(HELINANDO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
ANA CLAUDIA VAZ DE ARAUJO,3.0,1.0,2.0,58640171900.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(ARAUJO) AND AUTHFIRST(ANA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
MARCOS GOMES GHISLANDI,2565.0,27.0,60.0,24174187600.0,,Universidade Federal Rural de Pernambuco,matched,98.0,"AUTHLAST(GHISLANDI) AND AUTHFIRST(MARCOS) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
VALDEMIR ALEXANDRE DOS SANTOS,3527.0,23.0,80.0,23566920200.0,,Universidade Catolica de Pernambuco,matched,54.0,"AUTHLAST(SANTOS) AND AUTHFIRST(VALDEMIR) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
ANETE SOARES CAVALCANTI,0.0,0.0,1.0,57192925544.0,,Universidade Federal Rural de Pernambuco,matched,125.0,"AUTHLAST(CAVALCANTI) AND AUTHFIRST(ANETE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JAQUELINE BIANQUE DE OLIVEIRA,0.0,0.0,1.0,60192662300.0,,Universidade Federal Rural de Pernambuco,matched,120.0,"AUTHLAST(OLIVEIRA) AND AUTHFIRST(JAQUELINE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
IVONEIDE DE CARVALHO LOPES BARROS,204.0,8.0,9.0,59662907000.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(BARROS) AND AUTHFIRST(IVONEIDE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
RAFAEL ALVES DE OLIVEIRA,2.0,1.0,1.0,57346143200.0,,Universidade Federal Rural de Pernambuco,matched,125.0,"AUTHLAST(OLIVEIRA) AND AUTHFIRST(RAFAEL) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
ANGELA FERNANDES CAMPOS,6.0,2.0,5.0,56878304000.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(CAMPOS) AND AUTHFIRST(ANGELA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
GERALDO JORGE BARBOSA DE MOURA,4.0,2.0,4.0,57221752404.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(MOURA) AND AUTHFIRST(GERALDO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
RUTH DO NASCIMENTO FIRME,1.0,1.0,2.0,57222540263.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(FIRME) AND AUTHFIRST(RUTH) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
ERIKA SURUAGY ASSIS DE FIGUEIREDO,761.0,11.0,46.0,36162738100.0,,Universidade Federal Rural de Pernambuco,matched,113.0,[last-only+afid] AUTHLAST(FIGUEIREDO) AND AF-ID(60000958),,accepted
AILTON REIS,917.0,16.0,118.0,56050977900.0,,Empresa Brasileira de Pesquisa Agropecuária - Embrapa,matched,71.0,"AUTHLAST(REIS) AND AUTHFIRST(AILTON) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
ANTONIO JOSE FERREIRA GOMES JUNIOR,111.0,1.0,1.0,24334676700.0,,Universidade Federal Rural de Pernambuco,matched,87.0,"AUTHLAST(JUNIOR) AND AUTHFIRST(ANTONIO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
MANOEL ADRIAO GOMES FILHO,324.0,10.0,23.0,15768769300.0,,Universidade Federal Rural de Pernambuco,matched,131.0,"AUTHLAST(FILHO) AND AUTHFIRST(MANOEL) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
MOHAMMAD REZA DOUSTI,51.0,1.0,6.0,57193715988.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(DOUSTI) AND AUTHFIRST(MOHAMMAD) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
WELITON SOARES MARTINS,279.0,10.0,39.0,35801030100.0,,Universidade Federal Rural de Pernambuco,matched,131.0,"AUTHLAST(MARTINS) AND AUTHFIRST(WELITON) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
GALBA MARIA DE CAMPOS TAKAKI,5257.0,42.0,154.0,6701388123.0,,Universidade Catolica de Pernambuco,matched,39.0,"AUTHLAST(TAKAKI) AND AUTHFIRST(GALBA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
MARCOS CESAR SANTOS ORIA,715.0,15.0,64.0,6701541374.0,,Universidade Federal Rural de Pernambuco,matched,138.0,"AUTHLAST(ORIA) AND AUTHFIRST(MARCOS) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
EDENIA MARIA RIBEIRO DO AMARAL,56.0,3.0,3.0,57207571116.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(AMARAL) AND AUTHFIRST(EDENIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
REGINALDO DE CARVALHO,0.0,0.0,1.0,59910053300.0,,Universidade Federal Rural de Pernambuco,matched,146.0,"AUTHLAST(CARVALHO) AND AUTHFIRST(REGINALDO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JOAO RUFINO DE FREITAS FILHO,8.0,2.0,3.0,57146620000.0,,Universidade Federal Rural de Pernambuco,matched,127.0,"AUTHLAST(FILHO) AND AUTHFIRST(JOAO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JACQUELINE SANTOS SILVA CAVALCANTI,17.0,1.0,1.0,58309714500.0,,Universidade Federal Rural de Pernambuco,matched,120.0,"AUTHLAST(CAVALCANTI) AND AUTHFIRST(JACQUELINE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JOAO ROBERTO RATIS TENORIO DA SILVA,11.0,1.0,1.0,59906512800.0,,Universidade Federal Rural de Pernambuco,matched,112.0,"AUTHLAST(SILVA) AND AUTHFIRST(JOAO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
PAULA BRAGA GOMES DE PEREZ,,,,,,,not_found,,"AUTHLAST(PEREZ) AND AUTHFIRST(PAULA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,
MARIA DANIELLE ARAUJO MOTA,1.0,1.0,1.0,59958209300.0,,Universidade Federal Rural de Pernambuco,matched,116.0,"AUTHLAST(MOTA) AND AUTHFIRST(MARIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
ANDRE DA SILVA XAVIER,12.0,2.0,2.0,54923821200.0,,Universidade Federal Rural de Pernambuco,matched,126.0,"AUTHLAST(XAVIER) AND AUTHFIRST(ANDRE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
THIAGO YUKIO TANAKA,9.0,2.0,3.0,57210563357.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(TANAKA) AND AUTHFIRST(THIAGO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
KLEBER NAPOLEAO NUNES DE OLIVEIRA BARROS,3.0,1.0,2.0,57190291471.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(BARROS) AND AUTHFIRST(KLEBER) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
MARIA TEREZA CARTAXO MUNIZ,8.0,1.0,1.0,55950422600.0,,Universidade Federal Rural de Pernambuco,matched,74.0,"AUTHLAST(MUNIZ) AND AUTHFIRST(MARIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
MARTINE PATRICIA ARLETTE CHEVROLLIER,646.0,15.0,59.0,6602758391.0,,Universidade Federal Rural de Pernambuco,matched,139.0,"AUTHLAST(CHEVROLLIER) AND AUTHFIRST(MARTINE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
IRAN FERREIRA DE MELO,1.0,1.0,3.0,57205754562.0,,Universidade Federal Rural de Pernambuco,matched,100.0,"AUTHLAST(MELO) AND AUTHFIRST(IRAN) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
LARISSA ARAUJO ROLIM,2580.0,26.0,165.0,24072200100.0,,Fundacao Universidade Federal do Vale do Sao Francisco,matched,69.0,"AUTHLAST(ROLIM) AND AUTHFIRST(LARISSA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
BRENDA CARLOS DE ANDRADE,0.0,0.0,2.0,56573944900.0,,Universidade Federal Rural de Pernambuco,matched,100.0,"AUTHLAST(ANDRADE) AND AUTHFIRST(BRENDA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
VERONICA TAVARES SANTOS BATINGA,0.0,0.0,1.0,58642793000.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(BATINGA) AND AUTHFIRST(VERONICA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
ELCIDA DE LIMA ARAUJO,0.0,0.0,4.0,59907194700.0,,Universidade Federal de Pernambuco,matched,70.0,"AUTHLAST(ARAUJO) AND AUTHFIRST(ELCIDA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JOSE NUNES DA SILVA,604.0,13.0,85.0,7201733084.0,,Universidade Federal Rural de Pernambuco,matched,120.0,"AUTHLAST(SILVA) AND AUTHFIRST(JOSE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
LAETICIA MEDEIROS JALIL,0.0,0.0,1.0,59966543000.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(JALIL) AND AUTHFIRST(LAETICIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
CIBELE CARDOSO DE CASTRO,0.0,0.0,1.0,58239448200.0,,Universidade Federal Rural de Pernambuco,matched,127.0,"AUTHLAST(CASTRO) AND AUTHFIRST(CIBELE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
VALERIA SEVERINA GOMES,0.0,0.0,2.0,58109067000.0,,Universidade Federal Rural de Pernambuco,matched,139.0,"AUTHLAST(GOMES) AND AUTHFIRST(VALERIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
ANA LUCIA FIGUEIREDO PORTO,5119.0,36.0,254.0,56252292200.0,,Universidade Federal Rural de Pernambuco,matched,125.0,"AUTHLAST(PORTO) AND AUTHFIRST(ANA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JOSE TEMISTOCLES FERREIRA JUNIOR,1111.0,17.0,154.0,25951815400.0,,Universidade Federal Rural de Pernambuco,matched,90.0,"AUTHLAST(JUNIOR) AND AUTHFIRST(JOSE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
MARIA TERESA AURELIANO BURIL VITAL RODRIGUES,1.0,1.0,1.0,59895178600.0,,Universidade Federal Rural de Pernambuco,matched,76.0,"AUTHLAST(RODRIGUES) AND AUTHFIRST(MARIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
FLAVIA CHRISTIANE GUINHOS DE MENEZES BARRETO SILVA,1.0,1.0,1.0,57210106163.0,,Universidade Federal Rural de Pernambuco,matched,116.0,"AUTHLAST(SILVA) AND AUTHFIRST(FLAVIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JOSE HOLANDA DA SILVA JUNIOR,416.0,6.0,14.0,57232866400.0,,Universidade Federal Rural de Pernambuco,matched,87.0,"AUTHLAST(JUNIOR) AND AUTHFIRST(JOSE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
MARCELA MOURA TORRES PAIM,0.0,0.0,2.0,57215667342.0,,Universidade Federal da Bahia,matched,70.0,[last+first-no-affil] AUTHLAST(PAIM) AND AUTHFIRST(MARCELA),,rejected
JACKSON ROBERTO GUEDES DA SILVA ALMEIDA,6036.0,38.0,252.0,56223245200.0,,Fundacao Universidade Federal do Vale do Sao Francisco,matched,75.0,"AUTHLAST(ALMEIDA) AND AUTHFIRST(JACKSON) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
ANILDO MONTEIRO CALDAS,97.0,5.0,9.0,57204017509.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(CALDAS) AND AUTHFIRST(ANILDO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
RENATA BARBOSA VICENTE,1.0,1.0,1.0,57225427781.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(VICENTE) AND AUTHFIRST(RENATA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
MOACYR CUNHA FILHO,292.0,9.0,52.0,57213951739.0,,Universidade Federal Rural de Pernambuco,matched,122.0,"AUTHLAST(FILHO) AND AUTHFIRST(MOACYR) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
NICOLA SCHIEL,1384.0,24.0,58.0,21935017400.0,,Universidade Federal Rural de Pernambuco,matched,152.0,"AUTHLAST(SCHIEL) AND AUTHFIRST(NICOLA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
ANA MARIA DUBEUX GERVAIS,0.0,0.0,1.0,57216382398.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(GERVAIS) AND AUTHFIRST(ANA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
GEVSON SILVA ANDRADE,678.0,14.0,61.0,7005008552.0,,Universidade Federal Rural de Pernambuco,matched,117.0,[last-only+afid] AUTHLAST(ANDRADE) AND AF-ID(60000958),,accepted
MOACIR SANTOS TINOCO,192.0,7.0,21.0,54394347500.0,,Universidade Católica do Salvador,matched,71.0,"AUTHLAST(TINOCO) AND AUTHFIRST(MOACIR) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
VICENTINA MARIA RAMIRES BORBA,2.0,1.0,1.0,57194034117.0,,Universidade Federal Rural de Pernambuco,matched,108.0,[last-only+afid] AUTHLAST(BORBA) AND AF-ID(60000958),,accepted
LEONIE ASFORA SARUBBO GAMA,231.0,3.0,4.0,57218902229.0,,Universidade Federal Rural de Pernambuco,matched,110.0,[last-only+afid] AUTHLAST(GAMA) AND AF-ID(60000958),,accepted
CLAUDIA ROBERTA TAVARES SILVA,94.0,4.0,6.0,57028710200.0,,Universidade Federal Rural de Pernambuco,matched,113.0,"AUTHLAST(SILVA) AND AUTHFIRST(CLAUDIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
FABIO MARIO DA SILVA,7.0,1.0,1.0,57209328506.0,,Universidade Federal Rural de Pernambuco,matched,123.0,"AUTHLAST(SILVA) AND AUTHFIRST(FABIO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JOSE DILSON BESERRA CAVALCANTI,0.0,0.0,2.0,58493790700.0,,Universidade Federal Rural de Pernambuco,matched,112.0,"AUTHLAST(CAVALCANTI) AND AUTHFIRST(JOSE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
NATAN MESSIAS DE ALMEIDA,175.0,8.0,24.0,55909191800.0,,Universidade Estadual de Alagoas - UNEAL,matched,41.0,"AUTHLAST(ALMEIDA) AND AUTHFIRST(NATAN) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
ALBERT STEVENS REYNA OCAS,,,,,,,not_found,,"AUTHLAST(OCAS) AND AUTHFIRST(ALBERT) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,
MARIA BETANIA DE QUEIROZ ROLIM,31.0,3.0,17.0,36448576600.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(ROLIM) AND AUTHFIRST(MARIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JOAO BATISTA PEREIRA,0.0,0.0,1.0,56602200500.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(PEREIRA) AND AUTHFIRST(JOAO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
CYNTHIA XAVIER DE CARVALHO,741.0,13.0,68.0,7003795682.0,,Universidade Federal Rural de Pernambuco,matched,119.0,[last-only+afid] AUTHLAST(CARVALHO) AND AF-ID(60000958),,accepted
DENNYS DIKSON MARCELINO DA SILVA,3210.0,30.0,152.0,7102995765.0,,Universidade Federal Rural de Pernambuco,matched,118.0,[last-only+afid] AUTHLAST(SILVA) AND AF-ID(60000958),,accepted
JOAO MORAIS DE SOUSA,34.0,4.0,6.0,57203852119.0,,Universidade Federal Rural de Pernambuco,matched,113.0,[last-only+afid] AUTHLAST(SOUSA) AND AF-ID(60000958),,accepted
ANGELA VALERIA ALVES DE LIMA,700.0,11.0,32.0,55224500200.0,,Universidade Federal Rural de Pernambuco,matched,119.0,[last-only+afid] AUTHLAST(LIMA) AND AF-ID(60000958),,accepted
DAYSE AMANCIO DOS SANTOS VERAS FREITAS,1139.0,22.0,65.0,22134351500.0,,Universidade Federal Rural de Pernambuco,matched,115.0,[last-only+afid] AUTHLAST(FREITAS) AND AF-ID(60000958),,accepted
IEDO DE OLIVEIRA PAES,1.0,1.0,1.0,58197448300.0,,Universidade Federal Rural de Pernambuco,matched,108.0,[last-only+afid] AUTHLAST(PAES) AND AF-ID(60000958),,accepted
MARIA HELENA TAVARES DE MATOS,28.0,2.0,2.0,26638326400.0,,Universidade Federal Rural de Pernambuco,matched,116.0,[last-only+afid] AUTHLAST(MATOS) AND AF-ID(60000958),,accepted
IVANDA MARIA MARTINS SILVA,3210.0,30.0,152.0,7102995765.0,,Universidade Federal Rural de Pernambuco,matched,122.0,[last-only+afid] AUTHLAST(SILVA) AND AF-ID(60000958),,accepted
MARIA DO SOCORRO DE LIMA OLIVEIRA,45.0,3.0,3.0,56260329500.0,,Universidade Federal Rural de Pernambuco,matched,116.0,"AUTHLAST(OLIVEIRA) AND AUTHFIRST(MARIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JULIENE DA SILVA BARROS GOMES,410.0,13.0,34.0,26659914700.0,,Universidade Federal Rural de Pernambuco,matched,111.0,[last-only+afid] AUTHLAST(GOMES) AND AF-ID(60000958),,accepted
AMANDA BRANDAO ARAUJO MORENO,2.0,1.0,1.0,58906251200.0,,Universidade Federal Rural de Pernambuco,matched,110.0,[last-only+afid] AUTHLAST(MORENO) AND AF-ID(60000958),,accepted
LUIS CLAUDIO MONTEIRO DE MATTOS,6.0,2.0,2.0,57221220975.0,,Universidade Federal Rural de Pernambuco,matched,120.0,"AUTHLAST(MATTOS) AND AUTHFIRST(LUIS) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JEFFERSON RODRIGUES MACIEL,2376.0,11.0,37.0,35337442800.0,,Universidade Federal Rural de Pernambuco,matched,131.0,"AUTHLAST(MACIEL) AND AUTHFIRST(JEFFERSON) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
JULIA FIGUEREDO BENZAQUEN,,,,,,,not_found,,"AUTHLAST(BENZAQUEN) AND AUTHFIRST(JULIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,
ANDREA LORENA BUTTO ZARZAR,6.0,1.0,1.0,57404134200.0,,Universidade Federal Rural de Pernambuco,matched,100.0,"AUTHLAST(ZARZAR) AND AUTHFIRST(ANDREA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
MARIA CELIA PEREIRA LIMA HERNANDES,,,,,,,not_found,,"AUTHLAST(HERNANDES) AND AUTHFIRST(MARIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,
EDILMA PEREIRA OLIVEIRA,40.0,3.0,4.0,57208129934.0,,Universidade Federal Rural de Pernambuco,matched,124.0,"AUTHLAST(OLIVEIRA) AND AUTHFIRST(EDILMA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
EUDES DA SILVA SANTOS,1122.0,19.0,29.0,24462268300.0,,Universidade Federal Rural de Pernambuco,matched,114.0,[last-only+afid] AUTHLAST(SANTOS) AND AF-ID(60000958),,accepted
GUILHERME PENHA DA SILVA JUNIOR,24.0,3.0,6.0,57215135415.0,,Universidade Federal Rural de Pernambuco,matched,100.0,"AUTHLAST(JUNIOR) AND AUTHFIRST(GUILHERME) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
DOROTHY BEZERRA SILVA DE BRITO,1.0,1.0,1.0,57223977223.0,,Programa de Posgrado en Estudios del Linguaje,matched,74.0,"AUTHLAST(BRITO) AND AUTHFIRST(DOROTHY) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,rejected
ROMERO MARCOS PEDROSA BRANDAO COSTA,1108.0,20.0,75.0,24073999100.0,,Universidade de Pernambuco,matched,43.0,"AUTHLAST(COSTA) AND AUTHFIRST(ROMERO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
NATANAEL DUARTE DE AZEVEDO,0.0,0.0,2.0,58626094700.0,,Universidade Federal Rural de Pernambuco,matched,116.0,[last-only+afid] AUTHLAST(AZEVEDO) AND AF-ID(60000958),,accepted
ALINE FONSECA DE OLIVEIRA,0.0,0.0,1.0,60140894800.0,,Universidade Federal Rural de Pernambuco,matched,122.0,"AUTHLAST(OLIVEIRA) AND AUTHFIRST(ALINE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
RALPH SANTOS OLIVEIRA,819.0,14.0,92.0,35446590600.0,,Universidade Federal Rural de Pernambuco,matched,118.0,[last-only+afid] AUTHLAST(OLIVEIRA) AND AF-ID(60000958),,accepted
MAUREN POMALIS COELHO DA SILVA,0.0,0.0,1.0,60466019000.0,,Universidade Federal Rural de Pernambuco,matched,100.0,"AUTHLAST(SILVA) AND AUTHFIRST(MAUREN) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
REGINA CELIA BRESSAN QUEIROZ DE FIGUEIREDO,2.0,1.0,1.0,25027677400.0,,Universidade Federal Rural de Pernambuco,matched,113.0,[last-only+afid] AUTHLAST(FIGUEIREDO) AND AF-ID(60000958),,accepted
EDUARDO BARBUIO,,,,,,,not_found,,"AUTHLAST(BARBUIO) AND AUTHFIRST(EDUARDO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,
JULIANA MOURA DE LUNA,10.0,1.0,1.0,57216524896.0,,Universidade Federal Rural de Pernambuco,matched,113.0,[last-only+afid] AUTHLAST(LUNA) AND AF-ID(60000958),,accepted
MAURICIO SARDA DE FARIA,52.0,3.0,4.0,57219011985.0,,Universidade Federal Rural de Pernambuco,matched,113.0,[last-only+afid] AUTHLAST(FARIA) AND AF-ID(60000958),,accepted
KARINE MATOS MAGALHAES,506.0,10.0,29.0,15081422900.0,,Universidade Federal Rural de Pernambuco,matched,131.0,"AUTHLAST(MAGALHAES) AND AUTHFIRST(KARINE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
DANILO RICARDO BARBOSA DE ARAUJO,283.0,10.0,40.0,48060955700.0,,Universidade Federal Rural de Pernambuco,matched,102.0,"AUTHLAST(ARAUJO) AND AUTHFIRST(DANILO) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
PATRICIA LOPES BARROS DE ARAUJO,339.0,12.0,24.0,8956972700.0,,Universidade Federal de Pernambuco,matched,68.0,"AUTHLAST(ARAUJO) AND AUTHFIRST(PATRICIA) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
FELIPE ALBERTO BARBOSA SIMAO FERREIRA,133.0,6.0,15.0,57193678821.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(FERREIRA) AND AUTHFIRST(FELIPE) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
REINEL BELTRAN AGUEDO,6.0,1.0,3.0,57244954600.0,,Universidade Federal Rural de Pernambuco,matched,130.0,"AUTHLAST(AGUEDO) AND AUTHFIRST(REINEL) AND AFFIL(""Universidade Federal Rural de Pernambuco"")",,accepted
