author_name,citation_count,h_index,document_count,scopus_author_id,scopus_indexed_name,scopus_affiliation_name,match_status,match_score,query_used,error_message
RODRIGO LINS RODRIGUES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
RICARDO FERREIRA DAS NEVES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JOSE EUZEBIO SIMOES NETO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ROSEANE CAVALCANTI DOS SANTOS,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JOSE LUIZ SANDES DE CARVALHO FILHO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ELTON LUCIO DE ARAUJO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JORGE BRAZ TORRES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
DANIELE REGINA PARIZOTTO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
PAULO FELLIPE CRISTALDO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARCELO HENRIQUE SANTOS PAIVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MANOEL GUEDES CORREA GONDIM JUNIOR,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JOSE DIJAIR ANTONINO DE SOUZA JUNIOR,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
PASCHOAL COELHO GROSSI,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
VALERIA WANDERLEY TEIXEIRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
CHRISTIAN SHERLEY ARAUJO DA SILVA TORRES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
GISLEIA BENINI DUARTE,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARCOS FELIPE FALCAO SOBRAL,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
RODOLFO ARAUJO DE MORAES FILHO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
PABRICIO MARCOS OLIVEIRA LOPES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
SUZANA MARIA GICO LIMA MONTENEGRO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
GERONIMO FERREIRA DA SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MANASSES MESQUITA DA SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JOSE AMILTON SANTOS JUNIOR,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
GLEDSON LUIZ PONTES DE ALMEIDA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARIO MONTEIRO ROLIM,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ENIO FARIAS DE FRANCA E SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
GEBER BARBOSA DE ALBUQUERQUE MOURA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
BRUNO MELO DE ARAUJO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARIANA ZERBONE ALVES DE ALBUQUERQUE,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
REJANE RODRIGUES DA COSTA E CARVALHO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANTONIO FELIX DA COSTA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANTONIO FRANCISCO DE MENDONCA JUNIOR,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
SUELY CREUSA CORDEIRO DE ALMEIDA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
EDSON HELY SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
RICARDO DE AGUIAR PACHECO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
TIAGO DA SILVA CESAR,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
VICTOR HUGO ABRIL,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JULIANA ALVES DE ANDRADE,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
BRUNO ROMERO FERREIRA MIRANDA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
CARLOS ANDRE SILVA DE MOURA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
AUGUSTO CESAR ACIOLY PAZ SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
CAROLINE BORGES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JEANNIE DA SILVA MENEZES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARIA EMILIA VASCONCELOS DOS SANTOS,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARIANA ALBUQUERQUE DANTAS,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
HERBERT ALVARO ABREU DE SIQUEIRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
CRISTIANE GUISELINI PANDORFI,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
HELITON PANDORFI,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
GISELDA BRITO SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
HUMBERTO DA SILVA MIRANDA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JOSE MARCELO MARQUES FERREIRA FILHO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANNA CAROLINA SOARES ALMEIDA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
CLECIO SOUSA RAMOS,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
RAMOM RACHIDE NUNES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANDRE FERNANDO LAVORANTE,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
FAUSTHON FRED DA SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JULIANA ANGEIRAS BATISTA DA SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
SEVERINO CARLOS BEZERRA DE OLIVEIRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JULIANO CARLO RUFINO DE FREITAS,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JOSE MARIA GOMES DE SOUZA NETO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
KLEBER CLEMENTINO DA SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
EMANUELA SOUSA RIBEIRO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JANDYSON MACHADO SANTOS,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
RODRIGO BARBOSA ACIOLI DE OLIVEIRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
SUZANA PEDROZA DA SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
DANIEL PERRONE MOREIRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ELIZABETH SAMPAIO DE MEDEIROS,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
NEIDE KAZUE SAKUGAWA SHINOHARA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANA CAROLINA DOS SANTOS COSTA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
LUCIANA LEITE DE ANDRADE LIMA ARRUDA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ALEXANDRE GUEDES TORRES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
EMMANUELA PRADO DE PAIVA AZEVEDO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
CAIO MONTEIRO VERISSIMO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ALCILEIDE CABRAL DO NASCIMENTO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANA LUCIA DO NASCIMENTO OLIVEIRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
BRUNO MARTINS BOTO LEITE,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ALVARO AGUIAR COELHO TEIXEIRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
GUSTAVO FERRER CARNEIRO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
EMMANUEL VIANA PONTUAL,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
PABYTON GONCALVES CADENA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
BEATE SAEGESSER SANTOS,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MONICA FREIRE BELIAN,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
PAULO ROBERTO ELEUTERIO DE SOUZA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
VALDEMIRO AMARO DA SILVA JUNIOR,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANISIO FRANCISCO SOARES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARIA MADALENA PESSOA GUERRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARIA TACIANA CAVALCANTI VIEIRA SOARES,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
RAQUEL PEDROSA BEZERRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANTONIO RODRIGUES DE CASTRO ROMAGUERA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ANDERSON LUIZ DA ROCHA E BARBOSA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARCOS GEORGE MAGALHAES MORENO FILHO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
SAMARA ALVACHIAN CARDOSO ANDRADE,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
ROMILDO DE ALBUQUERQUE NOGUEIRA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
GILVANIA LUCIA DA SILVA VILELA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JULIANA REGUEIRA BASTO DINIZ,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
MARCIA KARINA DA SILVA LUIZ,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
TACIANA PONTUAL DA ROCHA FALCAO,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
JULIA MARIA RAPOSO GONCALVES DE MELO LARRE,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
RODRIGO NONAMOR PEREIRA MARIANO DE SOUZA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
SONIA VIRGINIA ALVES FRANCA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
SERGIO LUIZ FERREIRA DA SILVA,,,,,,,api_error,,,"Erro na API Elsevier (401) em https://api.elsevier.com/content/search/author: {""service-error"":{""status"":{""statusCode"":""AUTHORIZATION_ERROR"",""statusText"":""The requestor is not authorized to access the requested view or fields of the resource""}}}"
