ID_PESSOA;CD_PROGRAMA_IES;NM_PROGRAMA_IES;NM_AREA_CONHECIMENTO
375114;25003011012P1;ENSINO DAS CIÊNCIAS;ENSINO
3029702;25003011010P9;BIOMETRIA E ESTATÍSTICA APLICADA;AGRONOMIA
11388;25003011001P0;BOTÂNICA;BOTÂNICA
119409;25003011025P6;SANIDADE E REPRODUÇÃO DE RUMINANTES;MEDICINA VETERINÁRIA
513475;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
514938;25003011026P2;ECOLOGIA;ECOLOGIA
382801;25003011027P9;CIÊNCIA ANIMAL E PASTAGENS;ZOOTECNIA
538115;25003011032P2;INFORMÁTICA APLICADA;CIÊNCIA DA COMPUTAÇÃO
535701;25003011032P2;INFORMÁTICA APLICADA;CIÊNCIA DA COMPUTAÇÃO
131743;25003011026P2;ECOLOGIA;ECOLOGIA
19958;25003011001P0;BOTÂNICA;BOTÂNICA
43088;25003011003P2;CIÊNCIA DO SOLO;AGRONOMIA
17143;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
22729;25003011009P0;ZOOTECNIA;ZOOTECNIA
342467;25003011019P6;HISTÓRIA;HISTÓRIA
441911;25003011013P8;CIÊNCIAS FLORESTAIS;RECURSOS FLORESTAIS E ENGENHARIA FLORESTAL
101849;25003011036P8;ENGENHARIA AMBIENTAL;ENGENHARIA SANITÁRIA
6685;25003011014P4;ADMINISTRAÇÃO E DESENVOLVIMENTO RURAL;ADMINISTRAÇÃO
45851;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
14194;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
98255;25003011038P0;EDUCAÇÃO, CULTURAS E IDENTIDADES;EDUCAÇÃO
124353;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
1384342;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
7843;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
97376;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
378506;25003011070P1;CONTROLADORIA;ADMINISTRAÇÃO
513434;25003011033P9;ETNOBIOLOGIA E CONSERVAÇÃO DA NATUREZA;ECOLOGIA
534388;25003011026P2;ECOLOGIA;ECOLOGIA
523144;25003011038P0;EDUCAÇÃO, CULTURAS E IDENTIDADES;EDUCAÇÃO
13402;25003011011P5;RECURSOS PESQUEIROS E AQUICULTURA;RECURSOS PESQUEIROS E ENGENHARIA DE PESCA
179100;25003011029P1;TECNOLOGIA E GESTÃO EM EDUCAÇÃO A DISTÂNCIA;EDUCAÇÃO
10748;25003011002P6;FITOPATOLOGIA;AGRONOMIA
793298;25003011028P5;PRODUÇÃO AGRÍCOLA;AGRONOMIA
709931;25003011005P5;MEDICINA VETERINÁRIA;MEDICINA VETERINÁRIA
112184;25003011030P0;PRODUÇÃO VEGETAL;AGRONOMIA
11388;25003011015P0;AGRONOMIA ( MELHORAMENTO GENÉTICO DE PLANTAS);AGRONOMIA
174057;25003011024P0;FÍSICA APLICADA;FÍSICA
7638;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
71432;25003011037P4;CONSUMO, COTIDIANO E DESENVOLVIMENTO SOCIAL;ECONOMIA DOMÉSTICA
123077;53045009001P3;ADMINISTRAÇÃO PÚBLICA EM REDE NACIONAL;ADMINISTRAÇÃO
7899;25003011002P6;FITOPATOLOGIA;AGRONOMIA
5866;25003011071P8;BIODIVERSIDADE E CONSERVAÇÃO;ECOLOGIA
